218,2907
3309,2810
6265,2917
9398,2832
12431,2807
15360,2818
18279,2792
21172,2792
24089,2779
26962,2808
29860,2789
32744,2790
35628,2782
38502,2783
41376,2781
44246,2792
47127,2778
49995,2789
52872,2784
55747,2782
58617,2781
61487,2774
64349,2783
67220,2780
70114,2780
72983,2867
75938,2786
78812,2780
81678,2779
84544,2780
87411,2778
90279,2788
93154,2779
96020,2810
98916,2789
101794,2779
104660,2774
107520,2779
110384,2775
113246,2790
116125,2779
118993,2817
121896,2780
124763,2780
127629,2776
130493,2777
133356,2776
136224,2778
139111,2775
141972,2819
144877,2783
147747,2779
150612,2776
153472,2778
156335,2783
159204,2776
162080,2777
164944,2786
167816,2776
170678,2779
173544,2776
176408,2777
179271,2817
182176,2780
185072,2778
187956,2799
190841,2775
193704,2779
196569,2779
199434,2777
202297,2792
205180,2772
208061,2780
210929,2780
213794,2776
216659,2774
219519,2782
222393,2775
225257,2787
228131,2775
230994,2807
233891,2789
236768,2778
239634,2778
242499,2779
245365,2777
248228,2777
251106,2778
253971,2788
256846,2781
259713,2775
262574,2777
265438,2779
268304,2790
271193,2777
274063,2777
276928,2785
279806,2779
282671,2776
285533,2776
288396,2775
291256,2793
294135,2779
296999,2836
299922,2783
302792,2777
305656,2783
308524,2778
311390,2777
314254,2809
317149,2778
320013,2796
322897,2786
325769,2776
328632,2776
331494,2787
334369,2777
337232,2777
340114,2782
342985,2834
345907,2784
348778,2779
351644,2776
354506,2777
357372,2778
360235,2776
363120,2777
365982,2789
368860,2785
371743,2777
374606,2778
377471,2774
380333,2782
383199,2775
386085,2775
388945,2781
391814,2777
394675,2775
397537,2776
400397,2774
403258,2795
406137,2776
409000,2797
411884,2786
414758,2777
417619,2774
420478,2779
423342,2783
426211,2773
429076,2778
431942,2784
434811,2777
437676,2773
440535,2776
443397,2778
446262,2834
449183,2779
452069,2776
454931,2788
457806,2774
460667,2777
463531,2778
466395,2776
469256,2784
472129,2776
474991,2831
477909,2787
480785,2776
483649,2776
486510,2778
489373,2779
492238,2776
495122,2778
497986,2788
500860,2788
503733,2778
506598,2774
509457,2776
512320,2788
515194,2774
518063,2776
520925,2852
523916,2803
526854,2788
529743,2794
532629,2774
535495,2780
538363,2776
541228,2780
544121,2776
546985,2791
549862,2784
552734,2779
555599,2777
558463,2778
561326,2781
564193,2780
567082,2777
569945,2782
572813,2773
575673,2777
578578,2777
581445,2783
584315,2779
587182,2778
590064,2776
592928,2788
595804,2776
598668,2811
601594,2808
604501,2790
607381,2783
610257,2842
613188,2783
616118,2788
619003,2802
621899,2791
624779,2779
627648,2780
630516,2777
633381,2781
636248,2773
639123,2781
641990,2843
644922,2788
647797,2777
650661,2780
653527,2774
656387,2779
659252,2783
662135,2777
664998,2790
667876,2786
670748,2773
673607,2781
676474,2778
679340,2783
682208,2775
685076,2779
687941,2787
