229,5368
448,3695
779,3446
1001,3863
2708,3764
2832,4173
3523,4269
3648,3845
4604,3576
5178,4163
5201,4506
5229,4657
5365,4316
6269,3887
7393,5199
7963,3655
8121,3753
8661,3429
10302,3369
10493,5269
10564,4564
10626,4888
10765,4663
11996,4313
12489,4766
13292,3569
13928,5189
14030,4779
14062,3920
14569,5520
14688,5676
14975,7140
15191,6387
15374,4498
18180,4031
18198,4356
18483,3547
19318,4789
19498,4846
19560,5111
19725,7768
20463,4792
20689,6891
23148,8085
23203,4763
23415,6360
23609,6118
24067,5608
24195,5429
24352,5215
24511,5769
24700,5667
24843,7668
24994,6128
25291,6025
25431,4726
26958,4844
28221,4578
28893,6051
29378,6450
31049,4863
33114,3471
33144,5960
33803,3884
34317,4733
34566,5115
34589,4288
34751,4709
34993,6138
35208,5684
35443,5045
35651,4287
37723,4630
38300,3517
38554,4262
40090,4454
40408,4414
40546,4144
41270,5251
41326,5697
41987,5170
42143,4512
42645,4546
42977,5265
43115,4470
43998,4150
44469,3497
44907,3697
45057,4167
45209,4370
45429,3601
48650,5655
48808,4002
49059,5052
49263,4451
49417,5188
50461,4456
50637,5850
50758,4096
50890,4735
51006,5829
51909,5033
55588,7051
55883,7698
55962,7875
56107,8258
56297,5312
56516,6418
56674,6055
56969,7993
57105,7146
57250,7373
57399,7925
57543,6190
57686,6102
57817,5314
57920,7342
58047,9538
58250,6648
60327,5755
61096,5039
61294,5462
61443,6217
61640,8584
62052,5326
62761,6952
62962,7866
63161,7304
63301,6722
68624,4468
69020,5902
69243,4663
69521,6550
69839,5916
70056,7117
70250,11243
70479,6864
70663,6980
70865,5786
71583,12660
71756,5079
71920,8060
72062,7973
72522,7637
72697,7515
73020,6462
73147,6995
73276,5791
73948,6874
74149,9935
74293,9278
74412,9235
74532,7347
74647,7817
74762,9397
74950,8426
75085,8785
75236,8572
75377,5507
80926,7820
81063,4164
81482,7365
81768,7030
81955,6692
82077,4704
82195,6502
82636,5229
84172,3926
85749,3561
85938,6008
86471,5758
86496,10061
86708,8931
86809,6669
86948,6586
87442,4452
88469,8239
88914,8284
90324,6962
90639,10590
90811,8849
90872,8301
90916,8363
90949,8281
90985,8773
91025,9478
91099,9832
91142,10166
91178,14842
91215,12754
91256,12818
91306,5639
91311,13205
91336,11443
91361,13093
91406,11999
91701,7731
93567,9664
93917,9630
94904,8489
96248,9718
98652,4966
99849,5020
101596,3916
101669,4964
102063,4578
102076,4324
104006,4015
104762,3816
105107,4900
105455,3394
107674,9097
107702,4780
108471,6044
108546,10982
108988,4980
109031,5827
110701,6821
110887,4829
111102,8696
111290,4808
111449,8448
111510,8223
111561,12806
111661,8559
111708,8813
111759,11208
111803,14476
112685,8011
112886,11176
113299,5574
113332,6519
113947,9776
114602,11337
116581,7124
117671,4329
118081,8294
118512,6051
119000,11500
119309,6313
119473,11782
119606,10675
119767,9962
120641,10026
120826,9315
122121,9536
122498,10033
122663,10976
123227,6272
123413,7518
123562,7519
123756,7221
124092,7866
124258,8007
124630,6776
124775,7021
124893,8181
125035,9414
125152,6761
125323,7057
125438,7279
125557,8323
125670,8259
127108,9831
127687,6390
127822,6420
131300,5168
132448,5771
132546,6830
132585,7688
132892,6663
133108,6616
134800,5539
134943,4835
137066,4400
137318,6137
138249,3514
138604,4043
140432,5898
140686,6283
140780,4221
140937,4860
141265,5778
141290,5734
142080,5107
142182,5501
142336,5829
142860,5015
143081,4744
143353,6876
143475,7117
143712,5030
144063,4788
144296,4271
144357,5001
144852,4341
148645,4903
149550,6732
149583,4234
149659,5190
149719,6358
149957,7787
150360,7374
150851,5355
150956,9254
151027,4895
151122,8855
151502,8520
151586,8530
151678,8485
151791,7805
152116,7424
152274,7798
153217,6709
156708,6232
156826,5426
157124,5737
157483,5106
157602,6400
157855,5760
159749,7457
160550,5576
160702,5074
160724,5616
160837,4648
161112,5148
161362,5246
161504,5570
161538,6814
161643,6587
164853,4611
164869,6328
165025,4296
166376,4719
166720,4319
166991,4153
167727,7604
167896,9737
168033,8979
168150,7989
168307,7749
168590,7479
168820,7370
169336,7199
169429,9494
171974,4943
172140,5494
172283,5205
172606,5819
172821,7039
173057,4843
173272,4860
173445,7059
174361,8603
174533,7459
174670,7224
174828,7017
174980,6814
175111,6932
175226,6513
175356,5367
175550,6392
179060,3963
179240,5391
179376,5484
179685,5687
179908,6582
180054,6015
180179,6612
180311,5504
183295,3766
183810,5523
183968,3990
184018,4155
185045,4408
185454,7161
186111,3601
186739,7404
187451,4707
187654,5348
187795,5308
188010,11080
188238,5300
188550,9421
188684,10148
188824,10432
188944,10011
189058,10856
189179,11486
190260,7194
190450,9411
190607,7236
190788,11609
190943,9191
191114,10996
191645,11030
191802,11444
191954,10589
192472,9535
192678,10833
192840,11187
193177,13064
193339,8912
194911,9888
195070,8888
195206,9398
195347,12146
195471,11328
195647,12623
195804,12022
195945,12007
196076,11678
196223,11947
196363,13125
196687,12077
196726,14542
196768,13804
196802,13064
196836,14368
196869,12435
196914,14436
196947,15740
197125,12256
197480,10101
198527,10112
200481,9249
200700,6171
207378,6162
208569,3554
208792,7833
210803,6467
211141,6598
211723,6172
212303,5154
213576,4217
213709,4137
214353,7234
215319,5267
216485,6511
216717,6205
218825,6283
218859,5860
218936,4907
218960,6821
219125,3928
219286,4557
219658,6067
219670,6899
220582,8469
221445,6014
221840,7136
222018,7733
222157,7514
222291,7604
222600,4565
222745,8175
223669,8821
224377,7221
224558,7294
224747,7610
224886,6606
225134,10745
225311,10362
225555,10477
225808,9056
225964,8501
226115,7577
226234,9695
226671,10285
