221,2903
843,2926
1070,2804
1225,2816
1370,2963
1379,3092
1720,3055
1923,3047
2311,2857
2390,2986
2663,3018
2874,3207
3589,2797
3684,3049
3943,3115
4083,3246
4475,3125
4808,3239
4914,2889
4996,3638
5242,3326
5514,3173
5548,3310
5773,3385
6224,3330
6420,3583
6613,2895
6767,3029
6796,3271
6935,3267
7372,3034
7433,3073
7875,2888
8075,3644
8187,3585
8233,3589
8305,3079
8981,3195
9084,3208
9279,3115
9419,3177
9813,3139
9840,3236
10346,2917
10945,3189
10965,3096
11128,3399
11158,3769
11414,3567
11685,3231
12027,3485
12447,3276
12597,3336
12986,3063
13113,3106
13273,3038
13444,3074
13493,3507
13644,3046
13811,3053
13831,3098
14947,2787
15017,3018
15173,3334
15194,3211
15352,3262
15371,3432
15755,3366
16271,3241
17192,3245
17472,3192
17695,3293
17753,3478
17786,3110
18953,2789
19155,2922
19226,3762
19356,3227
19746,3146
19762,3180
19908,3226
19957,3992
20151,3148
20301,3443
20456,3401
20699,3741
20723,3646
21287,3209
21350,3286
21501,3303
21592,3609
21727,3197
21912,3252
22140,3204
22196,3420
22339,3600
22766,4094
23385,3022
23587,3145
23757,3867
23988,3232
24142,3358
24307,3130
24513,4230
25257,3686
25412,3583
25587,3457
25657,3454
26063,3368
26237,3702
26280,3390
26498,3469
26514,3250
27268,3279
27294,3484
27448,3709
27603,3608
27688,3612
27748,3601
27832,3626
27872,4344
28005,4263
28171,4192
28332,4188
28573,4029
28777,4026
29558,3317
29777,3420
29798,3505
29981,4233
29985,3282
30030,3746
30276,4001
30317,3829
30860,3886
30900,3953
31000,3917
31026,3976
31159,4094
31297,4002
31599,3915
31768,4395
32739,3512
32916,3433
33035,3743
33137,3740
33326,3634
33370,3682
33450,3714
33590,3819
33640,3977
33828,4288
34001,4446
34226,4150
35063,4022
35122,3677
35387,3941
35418,3513
35584,3597
35790,3605
36202,3311
36367,3406
37240,2897
37296,2967
37424,3075
37564,3048
37768,3180
37978,3861
38124,3614
38257,3533
38411,3820
38475,3913
38524,3642
39140,3384
39305,3314
40466,2833
40636,2876
40782,3031
40983,3082
41158,3184
41357,3535
41394,3392
41531,3999
41585,3403
41781,3616
42055,3689
42722,3257
43000,3439
43353,3119
43364,3253
43517,3859
44088,3162
44109,3177
44252,3447
44393,3612
44415,3658
44822,3574
44982,3485
45088,3744
45101,3666
45237,3655
45268,3935
45387,4023
46185,3644
46272,3686
46316,3582
46645,3436
46815,3483
46957,3785
47143,3898
47403,3793
47452,3640
48502,3542
48595,3686
48697,3778
48841,3687
48980,4277
49043,3973
49245,4105
49310,4051
49463,3847
49637,4042
49659,4116
49731,4109
49960,4065
50117,3954
50727,3736
50880,3632
50930,3926
51077,3831
51218,3755
51375,3682
51392,4085
51866,3927
52118,4297
52307,4160
52657,4127
